protein_mention_id,doi,name,abbreviation,species_or_source,role,query,value_origin,source_database,match_status,qa_status,qa_note,uniprot_accession,uniprot_id,reviewed,protein_full_name,organism,sequence_length,molecular_mass_Da,sequence_available,pdb_cross_refs,result_count
1198,10.3390/ijms22189857,Alexa Fluor 488 rabbit anti-mouse IgG,Alexa 488 anti-mouse IgG,rabbit,fluorescent antibody probe for adsorption visualization,rabbit immunoglobulin G,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1199,10.3390/ijms22189857,Alexa594 rabbit anti-mouse IgG,Alexa594 anti-mouse IgG,rabbit,fluorescent antibody probe,rabbit immunoglobulin G,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1200,10.3390/ijms22189857,FITC-bovine albumin,FITC-BSA,bovine,control or competitor protein for nonspecific adsorption,bovine serum albumin ALB,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1201,10.3390/ijms22189857,bovine serum albumin,BSA,bovine,ELISA blocking protein,bovine serum albumin ALB,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1202,10.3390/ijms22189857,goat anti-mouse IgG,anti-mouse IgG,goat,ELISA immobilized and HRP-labeled detection antibody,goat immunoglobulin G,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1317,10.3390/ijms222011118,bovine serum albumin,BSA,bovine,"hydrogel matrix material, not adsorption target",bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1318,10.3390/ijms222011118,hemoglobin,,sheep blood erythrocytes,"hemolysis assay readout, not adsorption target",sheep hemoglobin sheep blood erythrocytes,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1319,10.3390/ijms222011118,serum proteins,,human serum,"sample matrix constituents, not adsorption targets",serum proteins human serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1343,10.3390/ijms23063388,bovine serum albumin,BSA,bovine,model protein adsorbate,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1344,10.3390/ijms23063388,serum proteins,FBS proteins,fetal bovine serum,multi-component protein adsorption mixture,serum proteins fetal bovine serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1345,10.3390/ijms23063388,albumin,,,example protein present on investigated biomaterial surfaces,albumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1346,10.3390/ijms23063388,fibrinogen,,,example protein present on investigated biomaterial surfaces,fibrinogen,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1347,10.3390/ijms23063388,immunoglobulins,,,example proteins present on investigated biomaterial surfaces,immunoglobulin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1348,10.3390/ijms23063388,vitronectin,,,example protein present on investigated biomaterial surfaces,vitronectin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1349,10.3390/ijms23063388,complement C3,C3,human blood,biointerface protein related to complement activation,human complement C3 human blood,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1350,10.3390/ijms23063388,C3a,C3a,human blood,complement activation fragment measured by ELISA,human C3a human blood,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1351,10.3390/ijms23063388,TNF-alpha,TNF-α,mouse peritoneal macrophages,secreted inflammatory cytokine response,mouse TNF-alpha mouse peritoneal macrophages,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1352,10.3390/ijms23063388,TLR4,TLR4,mouse peritoneal macrophages,inflammatory signaling protein,mouse TLR4 mouse peritoneal macrophages,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1353,10.3390/ijms23063388,NF-kappaB,NF-κB,mouse peritoneal macrophages,inflammatory signaling protein,mouse NF-kappaB mouse peritoneal macrophages,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
860,10.3390/ijms23137352,bovine serum albumin,BSA,bovine; fatty acid-free lyophilized powder from Sigma-Aldrich,hydrogel-forming protein matrix and drug carrier,bovine serum albumin bovine; fatty acid-free lyophilized powder from Sigma-Aldrich,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
861,10.3390/ijms23137352,albumin,,,general protein carrier discussed in introduction,albumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1510,10.3390/ijms232314789,serum proteins,,fetal bovine serum,adsorbate mixture,serum proteins fetal bovine serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1511,10.3390/ijms232314789,bovine serum albumin,BSA,bovine,calibration standard,albumin bovine,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1512,10.3390/ijms232314789,complement C3 protein,C3,serum,mechanistic protein in complement activation discussion,human complement C3 serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1513,10.3390/ijms232314789,C3a,C3a,human blood,complement activation marker,human complement C3 C3a human blood,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1514,10.3390/ijms232314789,tumor necrosis factor-alpha,TNF-alpha,human PBMC secretion,cytokine response marker,human TNF human PBMC secretion,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1515,10.3390/ijms232314789,interleukin-1 beta,IL-1beta,human PBMC secretion,cytokine response marker,human IL1B human PBMC secretion,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1516,10.3390/ijms232314789,interleukin-10,IL-10,human PBMC secretion,cytokine response marker,human IL10 human PBMC secretion,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
685,10.3390/ijms24032810,bovine serum albumin,BSA,bovine; Sigma Aldrich code A7030,model serum albumin and protein corona component,Bos taurus albumin ALB bovine; Sigma Aldrich code A7030,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
686,10.3390/ijms24032810,human fibrinogen,Fib,human; Sigma Aldrich code F3879,model tubular plasma protein and protein corona component,Homo sapiens fibrinogen FGA FGB FGG human; Sigma Aldrich code F3879,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
687,10.3390/ijms24032810,human immunoglobulin G,IgG,human; Sigma Aldrich code I4506,model globular immune protein and protein corona component,Homo sapiens immunoglobulin G human; Sigma Aldrich code I4506,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1391,10.3390/jcm9020301,NeutrAvidin,,ThermoFisher,avidin protein covalently attached to carboxylated particles for antibody immobilization,NeutrAvidin ThermoFisher,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1392,10.3390/jcm9020301,biotinylated anti-EpCAM antibody,anti-EpCAM,Invitrogen,capture antibody for EpCAM-positive cells,anti EpCAM antibody Invitrogen,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1393,10.3390/jcm9020301,Goat anti-Mouse IgG recombinant secondary antibody conjugated with Alexa Fluor 488,Alexa Fluor 488 secondary antibody,ThermoFisher,fluorescent probe for anti-EpCAM quantification,goat anti mouse IgG ThermoFisher,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1394,10.3390/jcm9020301,bovine serum albumin,BSA,,cell assay buffer additive,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1395,10.3390/jcm9020301,EpCAM,EpCAM,human breast cancer cell surface antigen,cell-surface antigen target recognized by anti-EpCAM,human EpCAM human breast cancer cell surface antigen,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1167,10.3390/ma12050704,laccase,Lac,Trametes versicolor,entrapped enzyme and biocatalyst,laccase Trametes versicolor,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
321,10.3390/ma13040943,bovine serum albumin,BSA,bovine,model protein adsorbate,bovine serum albumin,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,False,Albumin,Bos taurus,607.0,69293.0,True,,3.0
322,10.3390/ma13040943,lysozyme,,chicken egg-white,model protein adsorbate,chicken egg-white lysozyme,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P00698,LYSC_CHICK,False,Lysozyme C,Gallus gallus,147.0,16239.0,True,,3.0
262,10.3390/ma14123175,carbohydrate-binding module 3,CBM3,Clostridium thermocellum cellulosomal-scaffolding protein A/CipA,cellulose-binding module and comparison protein,Clostridium thermocellum CipA CBM3 Clostridium thermocellum cellulosomal-scaffolding protein A/CipA,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,Q06851,CIPA_ACET2,False,Cellulosomal-scaffolding protein A,Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),1853.0,196833.0,True,,3.0
263,10.3390/ma14123175,green fluorescent protein-CBM3 fusion,GFP-CBM3,CBM3 from Clostridium thermocellum; GFP source not specified,fluorescent fusion protein adsorbed to cellulose hydrogels,green fluorescent protein CBM3 fusion CBM3 from Clostridium thermocellum; GFP source not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
264,10.3390/ma14123175,double Z-domain-CBM3 fusion,ZZ-CBM3,Staphylococcus aureus protein A Z-domain fusion with Clostridium thermocellum CBM3,IgG-capture fusion protein adsorbed to cellulose hydrogels,Staphylococcus aureus protein A Z domain CBM3 fusion Staphylococcus aureus protein A Z-domain fusion with Clostridium thermocellum CBM3,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
265,10.3390/ma14123175,CBM3 with C-terminal cysteine,CBM3C,Clostridium thermocellum CBM3 with C-terminal cysteine and N-terminal histidine tag,cysteine-functional CBM fusion adsorbed to cellulose hydrogels,Clostridium thermocellum CBM3 cysteine fusion Clostridium thermocellum CBM3 with C-terminal cysteine and N-terminal histidine tag,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
266,10.3390/ma14123175,green fluorescent protein,GFP,,negative control for hydrogel fluorescence binding,green fluorescent protein,external_descriptor,UniProt,matched,needs_review,broad_query_needs_accession_review,P42212,GFP_AEQVI,False,Green fluorescent protein,Aequorea victoria,238.0,26886.0,True,,3.0
267,10.3390/ma14123175,human normal immunoglobulin,IgG,human; Octapharma,antibody captured by ZZ-CBM3-modified hydrogels,human IgG human; Octapharma,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P0DOX5,IGG1_HUMAN,False,Immunoglobulin gamma-1 heavy chain,Homo sapiens,449.0,49329.0,True,,3.0
268,10.3390/ma14123175,protein A double Z-domain,ZZ,Staphylococcus aureus protein A engineered Z-domain,IgG-binding domain within ZZ-CBM3,Staphylococcus aureus protein A Staphylococcus aureus protein A engineered Z-domain,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P81177,AURE_STAAU,False,Zinc metalloproteinase aureolysin,Staphylococcus aureus,509.0,56321.0,True,,3.0
825,10.3390/ma15134498,bovine serum albumin,BSA,bovine,model fouling protein,bovine serum albumin Bos taurus,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
826,10.3390/ma15134498,fibrinogen,Fg,,model fouling protein,fibrinogen,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
827,10.3390/ma15134498,lysozyme,Lz,,model fouling protein,lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1020,10.3390/ma15176089,hemoglobin,,,protein-containing swelling/incubation medium,hemoglobin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1021,10.3390/ma15176089,fibronectin,,,literature example in wettability discussion,fibronectin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1022,10.3390/ma16052119,hen egg white lysozyme,HEWL,hen egg white,model tear protein; adsorption target,hen egg white lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1023,10.3390/ma16052119,bovine serum albumin,BSA,bovine serum,model tear protein; adsorption comparator,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1556,10.3390/ma17010103,trypsin,,0.25% Trypsin-EDTA solution from Merck; biological species not stated,proteinase enzyme used for ss-MG biodegradation,trypsin 0.25% Trypsin-EDTA solution from Merck; biological species not stated,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1143,10.3390/ma19071362,bovine serum albumin,BSA,bovine,protein adsorbate for antifouling assay,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1450,10.3390/md20020094,bovine serum albumin,BSA,bovine,model protein target for adsorption assay,serum albumin Bos taurus bovine,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1451,10.3390/md20020094,human serum albumin,HSA,human,physiological albumin comparator mentioned in rationale,albumin Homo sapiens human,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1452,10.3390/md20020094,albumin,,,blood protein class mentioned as part of multiprotein adsorption systems,albumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1453,10.3390/md20020094,fibrinogen,,,blood protein mentioned as part of multiprotein adsorption systems,fibrinogen,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1454,10.3390/md20020094,immunoglobulins,,,blood protein class mentioned as part of multiprotein adsorption systems,immunoglobulin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1455,10.3390/md20020094,vitronectin,,,blood protein mentioned as part of multiprotein adsorption systems,vitronectin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1456,10.3390/md20020094,complement component C3,C3,human blood in assay,complement protein implicated in material response,complement C3 Homo sapiens human blood in assay,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1457,10.3390/md20020094,C3a,C3a,human blood in assay,measured complement activation fragment,complement C3a Homo sapiens human blood in assay,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1458,10.3390/md20020094,C3b,C3b,,complement activation fragment discussed mechanistically,complement C3b,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1459,10.3390/md20020094,C5a,C5a,,complement activation fragment discussed mechanistically,complement C5a,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1460,10.3390/md20020094,SC5b-9,SC5b-9,,terminal complement complex discussed mechanistically,terminal complement complex SC5b-9,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1461,10.3390/md20020094,hemoglobin,,human blood,released blood protein measured indirectly in haemolysis assay,hemoglobin Homo sapiens human blood,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1462,10.3390/md20020094,tumour necrosis factor-alpha,TNF-alpha,mouse macrophage assay,proinflammatory cytokine measured after macrophage incubation with gel beads,TNF Mus musculus mouse macrophage assay,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1463,10.3390/md20020094,interleukin-10,IL-10,mouse macrophage assay,anti-inflammatory cytokine measured after macrophage incubation with gel beads,IL10 Mus musculus mouse macrophage assay,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1464,10.3390/md20020094,nuclear factor kappa B,NF-kB,mouse macrophage assay,intracellular inflammatory marker measured by Western blotting,NF-kappa-B Mus musculus mouse macrophage assay,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1465,10.3390/md20020094,toll-like receptor 4,TLR4,mouse macrophage assay,surface recognition marker measured by Western blotting,TLR4 Mus musculus mouse macrophage assay,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1466,10.3390/md20020094,inter-cellular adhesion molecule 1,ICAM-1,mouse macrophage assay,adhesion marker measured by Western blotting,ICAM1 Mus musculus mouse macrophage assay,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
